latitude,longitude,speed_limit,average_speed,speed_ratio
43.65604,-79.41972,50,28.8,0.5760000000000001
43.65599,-79.41969,50,28.8,0.5760000000000001
43.65595,-79.41966,50,28.8,0.5760000000000001
43.6559,-79.41962,50,28.8,0.5760000000000001
43.65585,-79.41958,50,28.8,0.5760000000000001
43.65581,-79.41952,50,28.8,0.5760000000000001
43.65576,-79.41947,50,28.8,0.5760000000000001
43.6557,-79.41938,50,28.8,0.5760000000000001
43.65562,-79.41925,50,28.8,0.5760000000000001
43.6556,-79.41923,50,28.8,0.5760000000000001
43.65558,-79.41919,50,28.8,0.5760000000000001
43.6541,-79.40808,50,41.38,0.8276
43.65385,-79.40798,50,41.38,0.8276
43.64711,-79.38995,50,9.96,0.1992
43.64694,-79.38989,50,9.96,0.1992
43.64688,-79.38986,50,9.96,0.1992
43.64671,-79.38978,50,9.96,0.1992
43.6466,-79.38973,50,9.96,0.1992
43.6472,-79.38999,50,22.75,0.455
43.64711,-79.38995,50,22.75,0.455
43.65918,-79.41213,50,17.25,0.345
43.6593,-79.41152,50,17.25,0.345
43.65906,-79.41271,50,25.81,0.5162
43.65918,-79.41213,50,25.81,0.5162
43.65603,-79.40753,40,30.93,0.77325
43.65472,-79.40702,40,30.93,0.77325
43.65637,-79.40769,40,34.64,0.866
43.65603,-79.40753,40,34.64,0.866
43.64478,-79.39485,40,21.41,0.53525
43.64438,-79.39469,40,21.41,0.53525
43.64946,-79.39093,50,14.54,0.2908
43.6491,-79.39076,50,14.54,0.2908
43.64987,-79.39109,50,20.54,0.4108
43.64946,-79.39093,50,20.54,0.4108
43.65333,-79.39613,40,35.75,0.89375
43.65345,-79.39553,40,35.75,0.89375
43.65144,-79.41032,40,10.02,0.2505
43.65156,-79.40971,40,10.02,0.2505
43.65133,-79.4109,40,12.16,0.304
43.65144,-79.41032,40,12.16,0.304
43.65133,-79.4109,50,20.94,0.4188
43.65033,-79.41054,50,20.94,0.4188
43.65481,-79.39165,50,9.08,0.1816
43.6543,-79.39144,50,9.08,0.1816
43.65872,-79.39597,40,25.99,0.6497499999999999
43.65876,-79.39563,40,25.99,0.6497499999999999
43.65883,-79.39529,40,25.99,0.6497499999999999
43.65993,-79.40844,50,20.6,0.412
43.66002,-79.40799,50,20.6,0.412
43.66004,-79.40791,50,20.6,0.412
43.66006,-79.40782,50,20.6,0.412
43.6598,-79.40907,50,29.9,0.598
43.65993,-79.40844,50,29.9,0.598
43.65846,-79.39449,50,23.65,0.473
43.6572,-79.39396,50,23.65,0.473
43.65896,-79.39468,50,24.31,0.4861999999999999
43.65846,-79.39449,50,24.31,0.4861999999999999
43.65045,-79.40161,50,31.35,0.627
43.64984,-79.40137,50,31.35,0.627
43.64978,-79.40135,50,31.35,0.627
43.64968,-79.40131,50,31.35,0.627
43.65099,-79.40184,50,21.25,0.425
43.65051,-79.40164,50,21.25,0.425
43.65045,-79.40161,50,21.25,0.425
43.66119,-79.40204,50,26.2,0.524
43.66129,-79.40154,50,26.2,0.524
43.66112,-79.40236,50,19.9,0.3979999999999999
43.66119,-79.40204,50,19.9,0.3979999999999999
43.64996,-79.37608,50,8.9,0.178
43.64958,-79.37593,50,8.9,0.178
43.65014,-79.37616,50,25.62,0.5124
43.64996,-79.37608,50,25.62,0.5124
43.6517,-79.37573,50,27.06,0.5412
43.6516,-79.37617,50,27.06,0.5412
43.64502,-79.39495,40,28.41,0.71025
43.64478,-79.39485,40,28.41,0.71025
43.64543,-79.39515,40,29.82,0.7455
43.64502,-79.39495,40,29.82,0.7455
43.6565,-79.37714,40,21.88,0.5469999999999999
43.65638,-79.3777,40,21.88,0.5469999999999999
43.64798,-79.40015,40,31.96,0.799
43.64808,-79.39967,40,31.96,0.799
43.64789,-79.4006,40,30.55,0.76375
43.64798,-79.40015,40,30.55,0.76375
43.64351,-79.39968,50,24.82,0.4964
43.64319,-79.39955,50,24.82,0.4964
43.64373,-79.39977,50,28.75,0.575
43.64351,-79.39968,50,28.75,0.575
43.66171,-79.38539,50,20.48,0.4096
43.66191,-79.3845,50,20.48,0.4096
43.66201,-79.384,50,20.48,0.4096
43.66155,-79.38608,50,22.12,0.4424
43.66157,-79.38598,50,22.12,0.4424
43.66164,-79.38576,50,22.12,0.4424
43.66171,-79.38539,50,22.12,0.4424
43.66252,-79.3861,50,24.36,0.4871999999999999
43.66256,-79.38593,50,24.36,0.4871999999999999
43.66261,-79.38574,50,24.36,0.4871999999999999
43.64499,-79.39049,50,25.16,0.5032
43.64456,-79.39032,50,25.16,0.5032
43.65031,-79.39238,30,28.09,0.9363333333333334
43.65006,-79.39228,30,28.09,0.9363333333333334
43.64743,-79.4068,50,31.7,0.634
43.6471,-79.4067,50,31.7,0.634
43.65786,-79.40081,40,13.21,0.33025
43.65788,-79.40067,40,13.21,0.33025
43.65781,-79.40103,40,16.12,0.403
43.65786,-79.40081,40,16.12,0.403
43.66146,-79.38653,50,9.66,0.1932
43.66151,-79.38625,50,9.66,0.1932
43.66155,-79.38608,50,9.66,0.1932
43.6612,-79.38769,50,19.9,0.3979999999999999
43.66132,-79.38712,50,19.9,0.3979999999999999
43.66146,-79.38653,50,19.9,0.3979999999999999
43.6509,-79.39514,35,18.02,0.5148571428571428
43.65084,-79.39512,35,18.02,0.5148571428571428
43.65128,-79.39528,35,21.75,0.6214285714285714
43.65094,-79.39515,35,21.75,0.6214285714285714
43.6509,-79.39514,35,21.75,0.6214285714285714
43.66312,-79.40402,50,13.52,0.2704
43.66272,-79.40388,50,13.52,0.2704
43.65668,-79.39243,50,24.95,0.499
43.65627,-79.39226,50,24.95,0.499
43.64506,-79.4003,50,18.1,0.362
43.64444,-79.40004,50,18.1,0.362
43.64533,-79.40042,50,27.1,0.542
43.64506,-79.4003,50,27.1,0.542
43.6554,-79.41059,50,49.15,0.983
43.65542,-79.41048,50,49.15,0.983
43.65544,-79.41039,50,49.15,0.983
43.65546,-79.41032,50,49.15,0.983
43.65547,-79.41024,50,49.15,0.983
43.65549,-79.41017,50,49.15,0.983
43.6555,-79.41011,50,49.15,0.983
43.65551,-79.41001,50,49.15,0.983
43.65552,-79.40997,50,49.15,0.983
43.65496,-79.4124,30,27.28,0.9093333333333332
43.65444,-79.41219,30,27.28,0.9093333333333332
43.65501,-79.41242,50,28.29,0.5658
43.65496,-79.4124,50,28.29,0.5658
43.65702,-79.40926,50,18.26,0.3652
43.65644,-79.40902,50,18.26,0.3652
43.6563,-79.40897,50,18.26,0.3652
43.65624,-79.40894,50,18.26,0.3652
43.65636,-79.40831,40,7.15,0.17875
43.65647,-79.40772,40,7.15,0.17875
43.65633,-79.40844,40,9.47,0.23675
43.65636,-79.40831,40,9.47,0.23675
43.65244,-79.40741,50,4.89,0.0978
43.65205,-79.40726,50,4.89,0.0978
43.65385,-79.40798,50,32.81,0.6562
43.65244,-79.40741,50,32.81,0.6562
43.65921,-79.37139,40,33.48,0.837
43.65906,-79.37133,40,33.48,0.837
43.65582,-79.39206,50,20.39,0.4078
43.65576,-79.39203,50,20.39,0.4078
43.65627,-79.39226,50,11.78,0.2355999999999999
43.65619,-79.39222,50,11.78,0.2355999999999999
43.65585,-79.39207,50,11.78,0.2355999999999999
43.65582,-79.39206,50,11.78,0.2355999999999999
43.65571,-79.39201,50,27.75,0.555
43.65545,-79.3919,50,27.75,0.555
43.65529,-79.39184,50,27.75,0.555
43.65576,-79.39203,50,22.65,0.4529999999999999
43.65571,-79.39201,50,22.65,0.4529999999999999
43.64565,-79.38375,50,14.59,0.2918
43.64534,-79.38359,50,14.59,0.2918
43.6451,-79.38347,50,14.59,0.2918
43.64584,-79.38377,50,24.46,0.4892
43.64575,-79.38378,50,24.46,0.4892
43.64574,-79.38378,50,24.46,0.4892
43.64571,-79.38377,50,24.46,0.4892
43.64565,-79.38375,50,24.46,0.4892
43.64513,-79.38334,40,12.07,0.30175
43.64527,-79.38256,40,12.07,0.30175
43.6451,-79.38347,40,21.72,0.5429999999999999
43.64513,-79.38334,40,21.72,0.5429999999999999
43.64875,-79.37337,40,14.16,0.354
43.6487,-79.37351,40,14.16,0.354
43.64867,-79.37366,40,14.16,0.354
43.64861,-79.37385,40,14.16,0.354
43.63934,-79.38963,40,42.29,1.05725
43.6393,-79.38985,40,42.29,1.05725
43.63917,-79.39043,40,42.29,1.05725
43.63916,-79.3905,40,42.29,1.05725
43.63846,-79.39233,50,45.07,0.9014
43.63849,-79.39224,50,45.07,0.9014
43.63852,-79.39213,50,45.07,0.9014
43.63773,-79.392,40,25.28,0.632
43.63775,-79.39192,40,25.28,0.632
43.63778,-79.39177,40,25.28,0.632
43.63877,-79.39285,50,47.92,0.9584
43.63879,-79.393,50,47.92,0.9584
43.63879,-79.39323,50,47.92,0.9584
43.63878,-79.39337,50,47.92,0.9584
43.63877,-79.3935,50,47.92,0.9584
43.63875,-79.39369,50,47.92,0.9584
43.63873,-79.39382,50,47.92,0.9584
43.63872,-79.39388,50,47.92,0.9584
43.63871,-79.39398,50,47.92,0.9584
43.6387,-79.39413,50,47.92,0.9584
43.63869,-79.39421,50,47.92,0.9584
43.63868,-79.39444,50,47.92,0.9584
43.63868,-79.39446,50,47.92,0.9584
43.63867,-79.39453,50,47.92,0.9584
43.63867,-79.39462,50,47.92,0.9584
43.63877,-79.39285,50,44.62,0.8924
43.63864,-79.39356,50,44.62,0.8924
43.6386,-79.39382,50,44.62,0.8924
43.64175,-79.39753,40,13.45,0.33625
43.64177,-79.39747,40,13.45,0.33625
43.64187,-79.39708,40,13.45,0.33625
43.64196,-79.39673,40,13.45,0.33625
43.64207,-79.39635,40,13.45,0.33625
43.64217,-79.39598,40,13.45,0.33625
43.64226,-79.39564,40,13.45,0.33625
43.64234,-79.39533,40,13.45,0.33625
43.64235,-79.39531,40,13.45,0.33625
43.6398,-79.3929,40,42.89,1.07225
43.63944,-79.39274,40,42.89,1.07225
43.64085,-79.38343,50,22.2,0.444
43.64073,-79.38339,50,22.2,0.444
43.6451,-79.36559,40,41.65,1.04125
43.64493,-79.36611,40,41.65,1.04125
43.64476,-79.36661,40,41.65,1.04125
43.64517,-79.36537,40,35.56,0.889
43.64514,-79.36546,40,35.56,0.889
43.6451,-79.36559,40,35.56,0.889
43.64211,-79.37746,40,22.3,0.5575
43.64196,-79.37737,40,22.3,0.5575
43.64153,-79.38147,50,48.42,0.9684
43.64133,-79.38192,50,48.42,0.9684
43.64117,-79.38226,50,48.42,0.9684
43.64091,-79.38283,50,48.42,0.9684
43.64081,-79.38306,50,48.42,0.9684
43.63801,-79.39212,40,14.55,0.36375
43.63773,-79.392,40,14.55,0.36375
43.63831,-79.39225,40,20.29,0.50725
43.63803,-79.39213,40,20.29,0.50725
43.63801,-79.39212,40,20.29,0.50725
43.64067,-79.38056,40,22.62,0.5655
43.64057,-79.38052,40,22.62,0.5655
43.64051,-79.38049,40,22.62,0.5655
43.64029,-79.3803,40,14.4,0.36
43.64008,-79.38009,40,14.4,0.36
43.64051,-79.38049,40,20.54,0.5135
43.64045,-79.38045,40,20.54,0.5135
43.64037,-79.38038,40,20.54,0.5135
43.64032,-79.38034,40,20.54,0.5135
43.64029,-79.3803,40,20.54,0.5135
43.64133,-79.37637,40,31.0,0.775
43.6414,-79.37616,40,31.0,0.775
43.64127,-79.37654,40,30.56,0.764
43.64133,-79.37637,40,30.56,0.764
43.64179,-79.37498,40,20.8,0.52
43.64182,-79.37491,40,20.8,0.52
43.64191,-79.37463,40,20.8,0.52
43.64176,-79.37508,40,22.31,0.55775
43.64179,-79.37498,40,22.31,0.55775
43.64549,-79.36559,40,23.25,0.58125
43.64517,-79.36537,40,23.25,0.58125
43.64605,-79.36595,40,23.38,0.5845
43.64598,-79.36591,40,23.38,0.5845
43.64582,-79.36581,40,23.38,0.5845
43.64685,-79.36634,40,14.05,0.35125
43.64669,-79.36628,40,14.05,0.35125
43.64708,-79.36642,40,15.63,0.39075
43.64685,-79.36634,40,15.63,0.39075
43.64753,-79.36663,40,31.48,0.787
43.64736,-79.36655,40,31.48,0.787
43.64729,-79.3665,40,31.48,0.787
43.64845,-79.36703,40,35.14,0.8785000000000001
43.64753,-79.36663,40,35.14,0.8785000000000001
43.64879,-79.36717,40,37.27,0.93175
43.64864,-79.36711,40,37.27,0.93175
43.64926,-79.36737,40,19.99,0.4997499999999999
43.64904,-79.36728,40,19.99,0.4997499999999999
43.64948,-79.36747,40,21.43,0.53575
43.64942,-79.36744,40,21.43,0.53575
43.64937,-79.36742,40,21.43,0.53575
43.64926,-79.36737,40,21.43,0.53575
43.64991,-79.36765,40,25.51,0.63775
43.64948,-79.36747,40,25.51,0.63775
43.65013,-79.36774,40,29.71,0.74275
43.64991,-79.36765,40,29.71,0.74275
43.65039,-79.36785,40,25.33,0.63325
43.65013,-79.36774,40,25.33,0.63325
43.65083,-79.36804,40,16.69,0.41725
43.65081,-79.36803,40,16.69,0.41725
43.65071,-79.36799,40,16.69,0.41725
43.65092,-79.36808,40,15.84,0.396
43.65083,-79.36804,40,15.84,0.396
43.65059,-79.36794,40,17.25,0.43125
43.65039,-79.36785,40,17.25,0.43125
43.65071,-79.36799,40,15.4,0.385
43.65059,-79.36794,40,15.4,0.385
43.65105,-79.36813,40,17.88,0.4469999999999999
43.65092,-79.36808,40,17.88,0.4469999999999999
43.65127,-79.36822,40,18.54,0.4634999999999999
43.65105,-79.36813,40,18.54,0.4634999999999999
43.65152,-79.36833,40,18.57,0.46425
43.65127,-79.36822,40,18.57,0.46425
43.65214,-79.3686,40,28.82,0.7205
43.65192,-79.3685,40,28.82,0.7205
43.65173,-79.36842,40,21.42,0.5355000000000001
43.65152,-79.36833,40,21.42,0.5355000000000001
43.65192,-79.3685,40,27.14,0.6785
43.65173,-79.36842,40,27.14,0.6785
43.65269,-79.36883,40,14.67,0.36675
43.65262,-79.3688,40,14.67,0.36675
43.65214,-79.3686,40,14.67,0.36675
43.65297,-79.36895,40,24.76,0.619
43.65269,-79.36883,40,24.76,0.619
43.65339,-79.36912,40,25.53,0.63825
43.6531,-79.369,40,25.53,0.63825
43.65297,-79.36895,40,25.53,0.63825
43.65364,-79.3692,40,11.27,0.28175
43.65359,-79.36919,40,11.27,0.28175
43.65339,-79.36912,40,11.27,0.28175
43.654,-79.36929,40,21.73,0.54325
43.65385,-79.36924,40,21.73,0.54325
43.65428,-79.36935,40,28.14,0.7035
43.654,-79.36929,40,28.14,0.7035
43.65453,-79.36941,40,28.03,0.70075
43.65428,-79.36935,40,28.03,0.70075
43.65543,-79.36978,40,27.93,0.69825
43.65512,-79.36965,40,27.93,0.69825
43.65566,-79.36989,40,33.52,0.8380000000000001
43.65543,-79.36978,40,33.52,0.8380000000000001
43.65646,-79.37022,40,23.48,0.587
43.65616,-79.3701,40,23.48,0.587
43.65672,-79.37033,40,27.11,0.67775
43.65646,-79.37022,40,27.11,0.67775
43.65621,-79.36982,40,22.88,0.572
43.6562,-79.36993,40,22.88,0.572
43.65616,-79.3701,40,22.88,0.572
43.65627,-79.36949,40,18.04,0.4509999999999999
43.65624,-79.36968,40,18.04,0.4509999999999999
43.65621,-79.36982,40,18.04,0.4509999999999999
43.65604,-79.37062,40,34.89,0.87225
43.65597,-79.37093,40,34.89,0.87225
43.65586,-79.37142,40,34.89,0.87225
43.65616,-79.3701,40,29.01,0.7252500000000001
43.65613,-79.37023,40,29.01,0.7252500000000001
43.65608,-79.37043,40,29.01,0.7252500000000001
43.65522,-79.3746,40,25.43,0.63575
43.65514,-79.37495,40,25.43,0.63575
43.65526,-79.37441,40,28.47,0.71175
43.65522,-79.3746,40,28.47,0.71175
43.65528,-79.37429,40,29.12,0.728
43.65526,-79.37441,40,29.12,0.728
43.65537,-79.37389,40,27.92,0.6980000000000001
43.65528,-79.37429,40,27.92,0.6980000000000001
43.65471,-79.37693,40,27.85,0.69625
43.65467,-79.37708,40,27.85,0.69625
43.65466,-79.37713,40,27.85,0.69625
43.65456,-79.37759,40,27.85,0.69625
43.65483,-79.37644,40,27.29,0.68225
43.65475,-79.37674,40,27.29,0.68225
43.65489,-79.37614,40,16.36,0.409
43.65483,-79.37644,40,16.36,0.409
43.65494,-79.37585,40,12.44,0.311
43.65489,-79.37614,40,12.44,0.311
43.65266,-79.37226,40,18.88,0.472
43.65266,-79.37233,40,18.88,0.472
43.65265,-79.37243,40,18.88,0.472
43.65266,-79.37246,40,18.88,0.472
43.65282,-79.37157,40,18.06,0.4514999999999999
43.65274,-79.37194,40,18.06,0.4514999999999999
43.6527,-79.3721,40,18.06,0.4514999999999999
43.65267,-79.37223,40,18.06,0.4514999999999999
43.65266,-79.37226,40,18.06,0.4514999999999999
43.64221,-79.38119,40,20.71,0.51775
43.64209,-79.38115,40,20.71,0.51775
43.64329,-79.38161,40,17.62,0.4405
43.64319,-79.38157,40,17.62,0.4405
43.64306,-79.38152,40,17.62,0.4405
43.64297,-79.38148,40,17.62,0.4405
43.6429,-79.38144,40,17.62,0.4405
43.64354,-79.38171,40,22.27,0.55675
43.64329,-79.38161,40,22.27,0.55675
43.64252,-79.39466,40,20.85,0.52125
43.6426,-79.39436,40,20.85,0.52125
43.64265,-79.39418,40,20.85,0.52125
43.64269,-79.39406,40,20.85,0.52125
43.64235,-79.39531,40,21.32,0.533
43.64239,-79.39517,40,21.32,0.533
43.64252,-79.39466,40,21.32,0.533
43.64311,-79.39244,40,29.93,0.74825
43.6432,-79.39209,40,29.93,0.74825
43.64329,-79.39171,40,20.46,0.5115000000000001
43.64341,-79.39124,40,20.46,0.5115000000000001
43.6432,-79.39209,40,23.02,0.5755
43.64329,-79.39171,40,23.02,0.5755
43.64365,-79.39021,40,32.78,0.8195
43.6437,-79.38998,40,32.78,0.8195
43.6436,-79.39045,40,34.29,0.85725
43.64365,-79.39021,40,34.29,0.85725
43.64353,-79.39074,40,35.76,0.8939999999999999
43.6436,-79.39045,40,35.76,0.8939999999999999
43.64385,-79.38928,40,29.3,0.7325
43.64389,-79.38913,40,29.3,0.7325
43.64389,-79.38913,40,28.19,0.70475
43.64392,-79.389,40,28.19,0.70475
43.64422,-79.38762,40,39.86,0.9965
43.64431,-79.38721,40,39.86,0.9965
43.64406,-79.38835,40,39.72,0.993
43.64422,-79.38762,40,39.72,0.993
43.64584,-79.38377,40,17.77,0.44425
43.64578,-79.38372,40,17.77,0.44425
43.64572,-79.38366,40,17.77,0.44425
43.64566,-79.38359,40,17.77,0.44425
43.64561,-79.38351,40,17.77,0.44425
43.64556,-79.38342,40,17.77,0.44425
43.64553,-79.38334,40,17.77,0.44425
43.64551,-79.38327,40,17.77,0.44425
43.64549,-79.38318,40,17.77,0.44425
43.64733,-79.37967,40,33.45,0.83625
43.64669,-79.3794,40,33.45,0.83625
43.64638,-79.37927,40,34.44,0.861
43.6461,-79.37915,40,34.44,0.861
43.64669,-79.3794,40,35.67,0.89175
43.64638,-79.37927,40,35.67,0.89175
43.6437,-79.37814,40,14.76,0.369
43.64337,-79.37801,40,14.76,0.369
43.65333,-79.38282,40,24.71,0.61775
43.65295,-79.38265,40,24.71,0.61775
43.65359,-79.38292,40,29.91,0.74775
43.65333,-79.38282,40,29.91,0.74775
43.65389,-79.38303,40,34.53,0.8632500000000001
43.65359,-79.38292,40,34.53,0.8632500000000001
43.65415,-79.37965,40,16.22,0.4054999999999999
43.65408,-79.37997,40,16.22,0.4054999999999999
43.66029,-79.37631,40,23.27,0.58175
43.66026,-79.37643,40,23.27,0.58175
43.66039,-79.37585,40,21.89,0.54725
43.66029,-79.37631,40,21.89,0.54725
43.65972,-79.37907,40,19.96,0.499
43.65967,-79.37928,40,19.96,0.499
43.65407,-79.3831,40,36.7,0.9175
43.65389,-79.38303,40,36.7,0.9175
43.65427,-79.38317,40,37.4,0.935
43.65407,-79.3831,40,37.4,0.935
43.6546,-79.38329,40,37.38,0.9345
43.65441,-79.38322,40,37.38,0.9345
43.65518,-79.3835,40,36.01,0.90025
43.65507,-79.38345,40,36.01,0.90025
43.65496,-79.38341,40,36.01,0.90025
43.65534,-79.38356,40,35.81,0.8952500000000001
43.65518,-79.3835,40,35.81,0.8952500000000001
43.6555,-79.38362,40,34.41,0.86025
43.65534,-79.38356,40,34.41,0.86025
43.65574,-79.38372,40,32.11,0.80275
43.6555,-79.38362,40,32.11,0.80275
43.66103,-79.38596,40,25.53,0.63825
43.66097,-79.38593,40,25.53,0.63825
43.66133,-79.38604,40,23.82,0.5955
43.6611,-79.38599,40,23.82,0.5955
43.66103,-79.38596,40,23.82,0.5955
43.66155,-79.38608,40,24.92,0.623
43.66133,-79.38604,40,24.92,0.623
43.65682,-79.36561,40,34.85,0.8712500000000001
43.6568,-79.36567,40,34.85,0.8712500000000001
43.65689,-79.36534,40,34.27,0.8567500000000001
43.65686,-79.36546,40,34.27,0.8567500000000001
43.65682,-79.36561,40,34.27,0.8567500000000001
43.65906,-79.37133,40,27.72,0.693
43.6588,-79.37122,40,27.72,0.693
43.6578,-79.37079,40,26.44,0.661
43.65672,-79.37033,40,26.44,0.661
43.658,-79.37087,40,35.43,0.88575
43.6578,-79.37079,40,35.43,0.88575
43.65832,-79.37101,40,28.33,0.7082499999999999
43.658,-79.37087,40,28.33,0.7082499999999999
43.65857,-79.37112,40,13.89,0.34725
43.65832,-79.37101,40,13.89,0.34725
43.6588,-79.37122,40,19.01,0.47525
43.65857,-79.37112,40,19.01,0.47525
43.66076,-79.37204,40,34.65,0.86625
43.66071,-79.37202,40,34.65,0.86625
43.66086,-79.37208,40,33.19,0.82975
43.66076,-79.37204,40,33.19,0.82975
43.66093,-79.37211,40,32.37,0.8092499999999999
43.66086,-79.37208,40,32.37,0.8092499999999999
43.66123,-79.37224,40,26.68,0.667
43.66093,-79.37211,40,26.68,0.667
43.66144,-79.37232,40,17.45,0.4362499999999999
43.66123,-79.37224,40,17.45,0.4362499999999999
43.66161,-79.37239,40,16.83,0.4207499999999999
43.66144,-79.37232,40,16.83,0.4207499999999999
43.65797,-79.37277,40,34.01,0.85025
43.65794,-79.37282,40,34.01,0.85025
43.65787,-79.3729,40,34.01,0.85025
43.65781,-79.37298,40,34.01,0.85025
43.65773,-79.37305,40,34.01,0.85025
43.65763,-79.37313,40,34.01,0.85025
43.65755,-79.37318,40,34.01,0.85025
43.65749,-79.37322,40,34.01,0.85025
43.65817,-79.37238,40,41.46,1.0365
43.65812,-79.37251,40,41.46,1.0365
43.65806,-79.37262,40,41.46,1.0365
43.658,-79.37272,40,41.46,1.0365
43.65797,-79.37277,40,41.46,1.0365
43.66336,-79.38672,40,19.79,0.4947499999999999
43.66324,-79.38668,40,19.79,0.4947499999999999
43.66313,-79.38663,40,19.79,0.4947499999999999
43.66291,-79.38654,40,19.79,0.4947499999999999
43.66275,-79.38647,40,18.95,0.47375
43.66247,-79.38635,40,18.95,0.47375
43.66291,-79.38654,40,19.87,0.49675
43.66279,-79.38649,40,19.87,0.49675
43.66275,-79.38647,40,19.87,0.49675
43.66207,-79.3862,40,23.61,0.5902499999999999
43.66199,-79.38616,40,23.61,0.5902499999999999
43.66218,-79.38624,40,23.24,0.581
43.66207,-79.3862,40,23.24,0.581
43.66247,-79.38635,40,22.37,0.55925
43.66229,-79.38628,40,22.37,0.55925
43.66218,-79.38624,40,22.37,0.55925
43.66181,-79.3861,40,22.75,0.56875
43.66169,-79.38609,40,22.75,0.56875
43.66155,-79.38608,40,22.75,0.56875
43.66199,-79.38616,40,22.11,0.55275
43.66192,-79.38613,40,22.11,0.55275
43.66181,-79.3861,40,22.11,0.55275
43.66376,-79.39833,40,29.28,0.732
43.66354,-79.39823,40,29.28,0.732
43.65904,-79.39635,40,9.62,0.2405
43.65895,-79.3963,40,9.62,0.2405
43.65892,-79.39627,40,9.62,0.2405
43.65884,-79.39619,40,9.62,0.2405
43.65916,-79.39641,40,10.65,0.26625
43.65909,-79.39638,40,10.65,0.26625
43.65904,-79.39635,40,10.65,0.26625
43.65872,-79.39597,40,25.98,0.6495
43.65869,-79.39593,40,25.98,0.6495
43.65866,-79.39589,40,25.98,0.6495
43.65862,-79.39585,40,25.98,0.6495
43.65857,-79.39582,40,25.98,0.6495
43.65841,-79.39575,40,25.98,0.6495
43.65404,-79.39393,40,9.99,0.24975
43.65382,-79.39385,40,9.99,0.24975
43.65431,-79.39403,40,17.39,0.43475
43.65404,-79.39393,40,17.39,0.43475
43.65382,-79.39385,40,28.67,0.71675
43.65354,-79.39373,40,28.67,0.71675
43.65238,-79.39324,40,36.01,0.90025
43.652,-79.39307,40,36.01,0.90025
43.65274,-79.3934,40,35.36,0.884
43.65238,-79.39324,40,35.36,0.884
43.65813,-79.38666,40,15.32,0.383
43.65818,-79.38638,40,15.32,0.383
43.65809,-79.38685,40,19.66,0.4915
43.65813,-79.38666,40,19.66,0.4915
43.64088,-79.39594,50,24.35,0.487
43.64089,-79.39598,50,24.35,0.487
43.64087,-79.39608,50,24.35,0.487
43.6408,-79.39646,50,24.35,0.487
43.64071,-79.39686,50,24.35,0.487
43.6618,-79.40854,40,18.15,0.45375
43.66192,-79.40785,40,18.15,0.45375
43.66349,-79.40005,50,24.48,0.4896
43.66259,-79.39969,50,24.48,0.4896
43.66306,-79.40223,40,24.96,0.624
43.66308,-79.40212,40,24.96,0.624
43.6631,-79.40202,40,24.96,0.624
43.66127,-79.41096,40,12.99,0.32475
43.6614,-79.41035,40,12.99,0.32475
43.66061,-79.41402,40,16.71,0.41775
43.66075,-79.41343,40,16.71,0.41775
43.65915,-79.42125,40,24.97,0.62425
43.6592,-79.421,40,24.97,0.62425
43.65929,-79.42066,40,24.97,0.62425
43.66252,-79.4048,50,15.38,0.3076
43.66209,-79.40464,50,15.38,0.3076
43.66219,-79.40415,35,4.37,0.1248571428571428
43.66221,-79.40406,35,4.37,0.1248571428571428
43.66229,-79.40368,35,4.37,0.1248571428571428
43.66286,-79.40306,40,19.97,0.4992499999999999
43.66289,-79.40297,40,19.97,0.4992499999999999
43.66294,-79.40273,40,19.97,0.4992499999999999
43.66024,-79.41582,40,14.45,0.3612499999999999
43.66032,-79.41544,40,14.45,0.3612499999999999
43.66033,-79.41538,40,14.45,0.3612499999999999
43.66035,-79.41532,40,14.45,0.3612499999999999
43.66012,-79.41641,40,16.0,0.4
43.66017,-79.4162,40,16.0,0.4
43.66024,-79.41582,40,16.0,0.4
43.66002,-79.41689,40,16.86,0.4215
43.66012,-79.41641,40,16.86,0.4215
43.65929,-79.42066,40,20.34,0.5085
43.6594,-79.4201,40,20.34,0.5085
43.66037,-79.41522,40,14.55,0.36375
43.66049,-79.41463,40,14.55,0.36375
43.66035,-79.41532,40,16.59,0.41475
43.66037,-79.41522,40,16.59,0.41475
43.66216,-79.40664,40,14.48,0.362
43.66228,-79.40603,40,14.48,0.362
43.65979,-79.41803,40,15.17,0.37925
43.65983,-79.41785,40,15.17,0.37925
43.6599,-79.41753,40,15.17,0.37925
43.65991,-79.41748,40,15.17,0.37925
43.65978,-79.41809,40,15.98,0.3995
43.65979,-79.41803,40,15.98,0.3995
43.66114,-79.41155,40,15.75,0.39375
43.66119,-79.41131,40,15.75,0.39375
43.66127,-79.41096,40,15.75,0.39375
43.66153,-79.40977,40,21.87,0.5467500000000001
43.66165,-79.40925,40,21.87,0.5467500000000001
43.66167,-79.40916,40,21.87,0.5467500000000001
43.66228,-79.40603,40,21.1,0.5275000000000001
43.6624,-79.4054,40,21.1,0.5275000000000001
43.65895,-79.42223,40,20.78,0.5195000000000001
43.65902,-79.42188,40,20.78,0.5195000000000001
43.6589,-79.42247,40,20.76,0.519
43.65895,-79.42223,40,20.76,0.519
43.65908,-79.42157,40,29.77,0.74425
43.65915,-79.42125,40,29.77,0.74425
43.65902,-79.42188,40,28.66,0.7165
43.65908,-79.42157,40,28.66,0.7165
43.6594,-79.4201,40,15.4,0.385
